original,predicted,wer:13.96,cer:3.94,num_tokens,num_chars,substitutions,insertions,deletions
fasi zinazo tembelewa na wa touristes wageni kampuni na usafirishaji zinaweza fungwa hasa katika inchi zilizo guswa,fasi zinazo temdelewa na wa touristes wa geni kampuni na usafirishaji zinaweza fungwa hasa katika inchi zilizo guswa,3,1,17,99,2,1,0
nilisikia maumivu kwa muda mfupi ndani ya kifua,nilisikia maumivu kwa muda mfupi ndani ya kifua,0,0,8,40,0,0,0
serkali ya amerika na canada zinashauri kuepuka kusafiri na mashua bateau ya starehe,serkali ya amerika na canada zinashauri kuepuka kusafiri na mashua bata ya sarehe,2,3,13,72,2,0,0
kuuza billet ya safari ya iyi aina unaweza labda kuwasiliana na kampuni ya ndege ao kutumia njia isiyo julikana sana,kuuza bie ya safari ya haina hii unaweza labda kuwasiliana na kampuni ya ndege hau kutumia njia isiyo julikana sana,4,11,20,97,4,0,0
kuvala aina fulani ya mask inalazimishwa mu nchi na miji mbalimbali juu ya kupunguza maambukizi katika jamii,kuvala aina fulani ya maske einalazimishwa mu inchi na jamii mbali mbali juu ya kupunguza maambukizi katika jamii,6,6,17,92,5,1,0
huduma za kawaida za ma consulats kama vile kutayarisha visa na passeports zinaweza kusimamishwa ao kupunguzwa kwa haraka kulingana na eneo na consulat,huduma za kawaida za ma consilats kama vile kutayarisha visa na paséponts zinaweza kushimamishwa ao kupunguzwa kwa haraka kulingana na eneo na consila,4,7,23,129,4,0,0
matukio inayo husisha mukusanyiko kubwa ya watu matembezi wa kidini mpaka matamasha zilikatazwa duniani kote juu ya kuzuwia virusi kusambarana,matukio inayo husisha mukusanyiko kubwa ya watu matembezi ya kidini mpaka tamasha zilikatazwa duniani kote juu ya kuzuia virusi kusambarana,3,4,20,123,3,0,0
kuwa tayari kwa mabadiliko ya mipango ya safari yako yenye inaweza tokea hasa kama unasafiri inje ya inchi,kuwa tayari kwa mabadiliko ya mpango ya safari yapo yenye inaweza tokea hasa kama unasafiri inje ya inchi,2,2,18,89,2,0,0
inapitikana katikati ya kifua yangu,inapitikana katikati ya kifua yangu,0,0,5,31,0,0,0
kuko maeneo zenye zinaruhusu makundi kidogo zingine zinakataza mikusanyiko yoyote ile,kuko maeneo zenye zinaruhusu makundi kidogo zingine zinakataza nikusanyiko yoyote ile,1,1,11,75,1,0,0
ao kama uko na ugonjwa wa moyo,ao kama uko na ugonjwa wa moyo,0,0,7,24,0,0,0
kwa kupima iyi umbali kwa haraka fikiria kuwa weye na mtu mwingine munanyorosheana mikono mumoja kwa mwengine,kwa kupima hii umbali kwa haraka fikiria kuwa weye na mtu mwengine unanyorosheana mikono umoja kwa mwengine,4,5,17,93,4,0,0
kama haiko vile ujitayarishe kama utalazimika kubakia mahali kwenye uko kwa muda mrefu,kama haiko vile ujitayarishe kama utalazimika kubakia mahali kwenye uko kwa muda mrefu,0,0,13,74,0,0,0
hatua kali zaidi zinahusu wasafiri ambao walitembelea mu maeneo yaliyo ambukizwa lakini inazidi inchi mingi zinazitumia kwa wasafiri wote wanao ingia,hatua kali zaidi zinahusu wasafiri ambao walitembelea maeneo yaliyo ambukizwa lakini inazidi inchi mingi zinazitumia kwa wasafiri wote wanao ingia,1,2,21,129,0,0,1
uitoshe kwa nyuma uitupe kisha nawa mikono yako,uitoshe kwa nyuma uitupe kisha nawa mikono yako,0,0,8,40,0,0,0
kulazimishwa kuheshimia umbali ya kadiri kati ya wateja ndani ya ma fasi za kukukiliya kama zinafunguliwa,kulazimishwa kuheshimia umbali ya kadiri kati ya wateja ndani ya mafasi za kukukilia kama zinafunguliwa,3,1,16,90,2,0,1
virusi ya corona inasambarana pia amerika ya kaskazini,virusi ya corona inasambarana pia amerika ya kaskazini,0,0,8,47,0,0,0
zingine ma matchs zenye zilipangwa siku ya tatu zote zilichezwa kutokana na habari ya nbc news,zingine ma mache zenye zilipangwa siku ya tatu zote zilichezwa kutokana na habari ya nbc nioz,2,5,16,79,2,0,0
liste ya hatua mbalimbali za kuingia za iata na za new york times,liste ya hatua mbali mbali za kuingia zaiata na za new yortms,6,3,13,53,3,1,2
hakuna chanjo ao matunzo kamili ya virusi ya corona ya mupya,hakuna chanjo ao matunzo kamili ya virusi ya corona ya mupya,0,0,11,50,0,0,0
endelea na pata habari ugonjwa na kanuni za kusafiri zinabadilika haraka,endelea napata habari ugonjwa na kanuni za kusafiri zinabadilika haraka,2,0,11,62,1,0,1
watu ambao walitembelea jimbo ya hubei wanalazimishwa kuheshimia hatua kali zilizo chukuliwa,watu ambao walitembelea jimbo la hubei wanaazimishwa kuheshimia hatua kali zilizo chukuliwa,2,2,12,81,2,0,0
kutengwa mbali na watu wengine na hatua za ndani,tutengwa mbali na watu wengine na hatua za ndani,1,1,9,40,1,0,0
serkali ililazimisha mafungo ya juma mbili kwa kusaidia wanafunzi kujitayarisha kuanza kusoma kwa mbali kwa muda mufupi,serkali ililazimisha mafungo ya chumaa mbili kwa kusaidia wanafunzi kujitayarisha kuanza masomo kwa mbali kwa muda mfupi,3,7,17,103,3,0,0
nawa mikono yako mara kwa mara na maji ya moto na sabuni kisha uikaushe kwa kutumia kitambala ya kutakata,nawa mikono yako mara kwa mara na maji ya moto na sabuni kisha uikaushe kwa kutumia kitambala ya kutakata,0,0,19,87,0,0,0
kupunguza ao kusimamisha kwa namna mingi za usafirishaji,kupunguza ao kusimamisha kwa namna mingi za usafirishaji,0,0,8,49,0,0,0
kufatana na muripuko ya virusi ya corona chuki kwa wageni xenophobie iliongezeka mu inchi mingi hasa lakini siyo tu kwa watu wanao onekana kuwa wachina,kutokana na muripuko ya virusi ya corona chuki kwa wageni yane zenofoby iliongezeka mu inchi mingi hasa lakini siyo tu kwa watu wanao onekana kutoka china,5,15,25,127,4,1,0
kituo cha ulaya cha kuzuwia na kuchunguza magonjwa habari mupya siku kwa siku,kituo cha ulaya cha kuziia na kuchunguza magonjwa habari mupya siku kwa siku,1,2,13,65,1,0,0
itakusaidia pia usikuwe na wasiwasi kama unapata mafua na kuzani kama inaweza kuwa labda virusi ya corona,itakusaidia pia usikuwe na wasiwasi kama unapata mafua nakuzani kama inaweza kua labda virusi ya corona,3,1,17,89,2,0,1
minakutumia picha sasa hivi,minakutumia picha sasa hivi,0,0,4,24,0,0,0
kampuni zinazo hitaji ruhusa ya serkali juu ya kufungula tena,kampuni zinazo hitaji ruhusa ya serkali juu ya kufungula tena,0,0,10,52,0,0,0
hatari ya kushindwa kutoka ndani ya muji kwenye ulienda kwa sasa ni kubwa kuliko kawaida kwa sababu ya kuchelewa kwa uchunguzi na vipimo pamoja na hesabu kubwa ya safari zilizo katazwa,hatari ya kushindwa kutoka ndani ya muji kwenye ulienda kwa sasa ni kubwa kuliko kawaida kwa sababu kuchelewa kwa uchunguzi na vipimo pamoja na hesabu kubwa ya safari zilizo katazwa,1,2,31,154,0,0,1
kuwa tayari kwa mabadiliko ya mipango ya safari yako yenye inaweza tokea hasa kama unasafiri inje ya inchi,kuwa tayari kwa mabadiliko ya mipango ya safari yako yenye inaweza tokea hasa kama unasafiri inje ya inchi,0,0,18,89,0,0,0
iyi ni kweli hasa wakati kufungwa inaendelea kwa muda murefu masomo ni fasi ya shuruli za kijamii na mawasiliano kati ya watu,hii ni kweli hasa wakati kufungwa ninaendelea kwa muda murefu masomo ni fasi ya shuruli za kijamii na mawasiliano kati ya watu,2,3,22,104,2,0,0
jimbo zimoja za mafunzo zinaweza kutowa suluhisho tafauti za uchungaji ya watoto kwa kuanza na watoto wa wafanyakazi wenye kuwa mustari ya kwanza na watunzaji,jimbo zimmoja za mafunzo zinaweza kutowa suluhisho tofauti za uchungaji ya watoto kwa kuanza na watoto wa wafanyakazi wenye kuwa mustari ya kwanza na watunzaji,2,2,25,134,2,0,0
vyuo vikuu na masomo zote mu inchi zilifungwa,vyuo vikuu na masomo zote mu inchi zilifungwa,0,0,8,38,0,0,0
na ukunywe maji mingi,na ukunye maji mingi,1,1,4,18,1,0,0
kama haiwezekani kuepuka mawasiliano nawa mikono yako mbele na kisha,kama haiwezekani kuepuka mawasiliano nawa mikono yako mbele na kisha,0,0,10,59,0,0,0
carte na tableau ya muongozo kwenye mtandao ya kituo ya sayansi na ufundi cha chuo kikuu cha johns hopkins na habari mupya moja kwa moja,carte na tablu ya muongozo kwenye mtandao ya kituo ya sayansi na ufundi ya chuo kikuu cha jonshop kins na habari mupya moja kwa moja,4,5,25,112,4,0,0
maambukizo ndani ya eneo ilitokea mu inchi mingi za ma eneo yote kubwa ya dunia isipokuwa mataifa mbalimbali yenye kupatikana ndani ya kisanga mu habari ya pacifique,maambukizi ndani ya eneo ilitokea mu inchi mingi za maeneo yote kubwa ya dunia isipokuwa mataifa mbali mbali yenye kupatikana ndani ya kisanga mu bahari ya pacifiques,7,4,27,139,5,1,1
vyuo vikuu na masomo zote mu inchi zilifungwa,vio vikuu na masomo zote mu inchi vilifungwa,2,3,8,38,2,0,0
watu wako wa karibu wako na zile ma alama,macho wako wakaribu wako na zile ma alama,3,4,9,33,2,0,1
sizani kama tension yangu inapanda,sizani kama tansion yangu inapanda,1,1,5,30,1,0,0
matunzo ya virusi ya corona ni ya kupunguza alama na kuzuwia shida za kujitokeza,matunzo ya virus ya virusi ya corona ni ya kupunguza alama na kuzuia shida za kukujitokeza,4,10,14,67,2,2,0
safari zingine zinaweza sababisha kutengwa na watu wengine katikati ya safari,safari zingine zinaweza sababisha kutengwa na watu wengine katikati ya safari,0,0,11,67,0,0,0
iyi inaweza kuwa njia ya kujifunza mambo ya teknolojia mafunzo kupitia video mooc ao tena kupitia vipindi vya redio na television,hii inaweza kuwa njia ya kujifunza mambo ya teknolojia mafunzo kupitia video moc ao tena kupitia vipindi vya redio na television,2,3,21,109,2,0,0
consulats na ambassades za mingi zilisafirisha wafanyakazi wasiyo kuwa muhimu na wengine walishimamisha kazi zabo kabisa,kusilana amba sada za mingi zilisafirisha wafanyakazi wasiyo kuwa muhimu na wengine walishimamisha kazi zabo kabisa,3,9,16,105,3,0,0
safari zingine zinaweza sababisha kutengwa na watu wengine katikati ya safari,safari zingine zinaweza sababisha kutengwa na watu wengine katikati ya safari,0,0,11,67,0,0,0
kwa wanafunzi wasiyokuwa na mtandao wa internet nyumbani kwao hio inaongeza magumu ya kupata mafunzo kwa mbali,haona funzi wasiyo kuwa na mternda wa internet myumbani kwao hiyo inaongeza magumu ya kupata mafunzo kwa mbali,7,9,17,94,6,1,0
wazee na wale wenye kuwa na ukingo ya chini njo wako kwenye hatari kubwa pia na kifo,waze na wale wenye kuwa na ukingo ya chini njo wako kwenye hatari kubwa pia na kifo,1,1,17,68,1,0,0
match ya jazz ilishimamishwa kama vile tu match ingine ya nba yenye ingeli chezwa siku ya tatu kati ya sacramento kings na wa new orleans pelicans,machi ya jaz ilishimamishwa kama vile tu machi ingine ya mba yenye ingelichezwa siku ya tatu kati ya saclameto kinx na wa new olinx péleqans,10,17,26,121,9,0,1
kabla ya kuenda soma kanuni mingi za kusafiri zenye kubadilika mara kwa mara ambazo zinalazimishwa mu dunia kote,kabla ya kuenda soma kanuni mingi za kusafiri zenye kubadilika mara kwa mara ambazo zinalazimishwa mu dunia kote,0,0,18,95,0,0,0
alama za kawaida ni kama vile homa kikohozi ya kukauka na muchoko,alama za kawaida ni kama vile homa kikohozi ya kukauka na mchoko,1,1,12,54,1,0,0
utafiti kuhusu chanjo ao matunzo ya kupiganisha virusi inaendelea,utafiti kuhusu chanjo ao matunzu ya kupiganisha virusi inaendelea,1,1,9,57,1,0,0
watu wenye wanamaliza elimu ya ngazi ya yulu wanapataka ma certificats diplomes ao cheti za chuo kikuu,watu wenye wanamaliza elimu ya ngazi ya yulu wanapata masertificere di plome ao cheti za chuo kikuu,4,7,17,86,4,0,0
nawa mikono yako na epuka kugusa sura yako,nawa mikono yako na epuka kugusa sura yako,0,0,8,35,0,0,0
serkali mingi mu dunia nzima zilishauri raia wao kutosafiri bila sababu ya maana wakati wa muripuko ya ugonjwa,serkali mingi mu dunia nzima zilishauri raia wao kutosafiri bila sababu ya maana wakati wa muripuko ya ugonjwa,0,0,18,93,0,0,0
nawa mikono yako mbele ya kuvala mask na epuka kuigusa wakati unaivala,nawa mikono yako mbele ya kuvala maske na epuka kuigusa wakati unaivala,1,1,12,59,1,0,0
kampuni za ndege mu eneo zilizo guswa zinakamata kwa sasa hatua za kupunguza maambukizi na kuhakikisha usalama ya wasafiri,kampuni za ndege mu eneo zilizo guswa zinakamata kwa sasa hatua za kupunguza maambukizi na kuhakikisha usalama ya wasafiri,0,0,19,104,0,0,0
inaweza kuwa nguvu zaidi kuliko kawaida kuuza billet tikiti ya kwenda ao kutoka eneo inayo onywa ao kutiliwa ma hatua,inaweza kuwa nguvu zaidi kuliko kawaida kuuza bie au kikiti ya kwenda au kutoka eneo inayo onywa ao kutiliwa mahatua,6,6,20,98,4,1,1
watafiti wamegundua kwamba wasafiri wenye wanaikala ku biti ya pembeni ya dirisha wako mu hatari kidogo ya kuwasiliana na watu wagonjwa,watafiti wamegundua kwamba wasafiri wenye wanaikala ku biti ya pembeni ya girisha wako mu hatari kidogo ya kuwasiliana na watu wagonjwa,1,1,21,115,1,0,0
kuko maeneo zenye zinaruhusu makundi kidogo zingine zinakataza mikusanyiko yoyote ile,kuko maeneo yenye zinaruhusu makundi kidogo zingine zinakataza mikusanyiko yoyote ile,1,1,11,75,1,0,0
kukatazwa kwenda mahali kwenye kuko watu wengi kama vile fasi ya kufanyia shuruli za biashara kwa watu wenye walikuwa inje ya china mu siku kumi na ine zilizo pita,kukatazwa kwenda mahali kwenye kuko watu wengi kama vile fasi ya kufanyia shuruli za biashara kwa watu wenye walikuwa inje ya china mu siku kmi 4 zilizo pita,3,6,29,135,2,0,1
kwa kuheshimia umbali wa mita mbili migulu sita na wengine kwa ujumla inawezekana kuzuia maambukizi kupitia iyi njia,kwa kuheshimia umbali wa mitaa mbili miguu sit na wengine kwa ujumlaa inawezekana kuzuwia maambukizi kupitia hii njia,6,7,18,99,6,0,0
kuko safari zenye haziwezekani,kuko safari zenye haziwezekani,0,0,4,27,0,0,0
kufunga masomo juu ya kupiganisha muripuko ya magonjwa ya corona ilikuwa na vinyume kuhusu kupata elimu na shida za kiuchumi na kijamii kwa kiasi kikubwa,kufunga masomo juu ya kupiganisha muripuko ya magonjwa ya corona ilikuwa na vinyume kuhusu kupata elimu na shida za kiuchumi na kijamii kwa kiasi kikubwa,0,0,25,129,0,0,0
ao kama uko na ugonjwa wa moyo,ao kama uko na ugonjwa wa moyo,0,0,7,24,0,0,0
kufungiwa mu eneo mbalimbali inagandamiza masomo juu wazazi na viongozi wanaongoza watoto kwenye masomo zenye zinafungula,kufungie wa mweneo mbalimdaye ninagaramiza masomo hu wazazi na viongozi wanaongoza watoto kwenye masomo zenye zinafungula,6,10,16,106,6,0,0
huduma zingine za masomo ziliendelea zinafanyikwa lakini mafunzo ilikuwa inafanyika tu kwa mbali,huduma zingine za masomo ziliendelea zinafanyika lakini mafunzo ilikuwa inafanyika tu kwa mbali,1,1,13,84,1,0,0
panguza fasi za ngufu na kama kiti yako ni ya ngozi uipanguze pia,panguza fasi za nguvu na kama kiti yako ni ya ngozi uipanguze pia,1,1,13,53,1,0,0
kutengwa mbali na wengine kwa siku kumi na ine kujitengwa mwenyewe na watu wengine ao kipimo ya virusi ya corona wakati wakufika kutokea mu maeneo zingine za china ao inchi zingine kwa garama yako,kutengwa mbali na wengine kwa siku 14e kujitenga mwenyewe na watu wengine ao kipimo ya virusi ya corona wakati wa kufika kutoka mu maeneo zingine za china ao inchi zingine kwa garama yako,7,10,34,163,4,1,2
hakuna chanjo ao matunzo kamili ya virusi ya corona ya mupya,hakuna chanjo ao matunzo kamili ya virusi ya corona ya mupya,0,0,11,50,0,0,0
uamuzi inapatia mamulaka serkali ya shirikisho kupata karibu dola bilioni makumi tano ya marekani za ziada juu ya kupiganisha hiyo muripuko ya magonjwa iliripoti nbc news,uamuzi inapatia mamulaka serkali ya shirikisho kupata karibu dola bilioni umi tano ya marekani za ziada juu ya kupiganisha hiyo muripuko ya magonjwa iliripoti nbc ne,2,5,26,145,2,0,0
kwa kuwa virusi ya corona ni virusi inayo funikwa kunawa mikono na sabuni inauwa virusi kwa kuaribisha iyo mufuniko ya virusi yenye inakuwaka ya mafuta mafuta,kwa kuwa virusi ya corona ni virusi inayo funikwa kunawa mikono na sabuni inauwa virusi kwa kuharibisha hiyo mifuniko ya virusi yenye inakuwaka namafuta mafuta,5,4,26,133,4,0,1
watoto wengi mu dunia wanategemea chakula za bure ao za bei chini zenye zinapewa ku masomo,watoto wengi mi dumia anatengemea chakula za bure ao za beyi chini zyenye zinapewa ku masomo,5,6,16,75,5,0,0
minakutumia picha sasa hivi,miye nakutumia picha sasa hivi,2,2,4,24,1,1,0
maswali kuhusu safari yako ao matatizo yako ya kiafya ya mbele kudanganya inaweza tuma unafungwa kwa miaka mingi ndani ya jela,maswali kuhusu safari yako ao matatizo yako ya kiafya ya mbele kudanganya inaweza tuma unafungwa kwa miaka mingi ndani ya jela,0,0,21,106,0,0,0
sawa mama kutokana na alama zako inawezekana uko na virusi ya mafua,sawa mamba kutokana na alama zako inawezekana uko na virusi ya mafua,1,1,12,56,1,0,0
serkali mingi zinatowa shauri ya kutosafiri kwenda china iyi wakati,serkali mingi zinatoa shauri ya kutosafiri kwenda chana hii wakati,3,4,10,58,3,0,0
hiyo uamuzi ilitangazwa siku mbili baada ya shirika la afya duniani oms kutangaza muripuko hiyo ya magonjwa yenye kusababisha corona kuwa ugonjwa mu inchi za mingi,hiyo uamuzi litangazwa siku mbili baada ya shirika la afya duniani oms kutangaza muripuko hiyo ya magonjwa yenye kusababisha corona kuwa ugonjwa mu inchi za mingi,1,1,26,138,1,0,0
na kama unakohola,na kama unakohola,0,0,3,15,0,0,0
kuchagula namna ya kufundisha inayo stahili kufuatana na hali ya kufungwa kwa masomo na kujifungia ku nyumba,uchagula hal lamla ya kuundisha inayo skahile kufuta na hale ya kufungwa kwa masomo na kujivungia ku nyumba,8,14,17,92,7,1,0
kama jibu ni ndio uko karibu sana,kama jibu ni ndio uko karibu sana,0,0,7,27,0,0,0
watu ambao walitembelea jimbo ya hubei wanalazimishwa kuheshimia hatua kali zilizo chukuliwa,watu ambao walitembelea jimbo ya hubei wanalazimishwa kuheshimia hatua kali zilizo chukiliwa,1,1,12,81,1,0,0
uchunguzi kupima homa hatua za ziada na kungojea inayo husiana inaweza kukamata dakika ao ma saa mbele uruhusiwe kuendelea na safari yako,uchunguzi kupima homa hatua za ziada na kungojia inayo husiana inaweza kukamata dakika ao ma saa mbele husiwe kuendelea na safari yako,2,4,22,116,2,0,0
dada yangu iko na ma alama za vile vile,dada yangu iko na alama za vive mbili,3,6,9,31,2,0,1
ruhusa ya kwenda tu inje kila siku mbili juu ya kufanya shuruli,rruhusa ya kwenda tu inje kila siku mbili juu ya kufanya shuruli,1,1,12,52,1,0,0
maambukizi kupitia kinywa na mavi nayo inawezekana,maambukizi kupitia kinywa na mavi nayo inawezekana,0,0,7,44,0,0,0
kipimo ya virusi inafanyika kwa kusindiria ka chombo ka plastique mu pua ao mu shingo na kupata echantillon yenye itapimwa mu laboratoire chumba ya kipimo juu ya kugundua virusi,kipimo ya virusi inafanyika kwa kusingiria ka chombo kaplastike mupua ao mushingo na kupata echantillon yenye itapimwa mu laboratoire juu ya kugundua virusi,10,17,29,149,4,0,6
na pua yako inatosha makamasi,na pua yako inatosha makamasi,0,0,5,25,0,0,0
kama uko mzee ao unapatikana kwenye kundi ingine ya hatari kubwa na unaweza kupata chanjo ya kujikinga na ugonjwa ya mafafa fanya hivyo,kama uko mze ao unapatikana kwenye kundi ingine ya hatari kubwa na unaweza kupata chanjo ya kujikinga na ugonjwa ya mafafa fanya hivyo,1,1,23,113,1,0,0
kulazimishwa kuvala mask ya kujikinga wakati uko kati ya watu wengi,kulazimishwa kuvala maske ya kujikinga wakati uko kati ya watu wengi,1,1,11,57,1,0,0
mu inchi zenye ziliguswa sana na maambukizi kama vile italia uhispania na ufaransa hatua ya kujifungia mu ma nyumba iliwekwa kama vile china mwezi wa kwanza,mu inchi zenye ziliguswa sana na maambukizi kama vile italia uhispania na ufaransa hatua za kujifungia mu ma nyumba iliwekwa kama vile china mwezi ya kwanza,2,2,26,131,2,0,0
wakati mask inalobana itupe mbali na uibadilishe,wakati maske inalobala itupe mbali na uibadilishe,2,2,7,42,2,0,0
inaonekana kama hauna ruhusa ya kubadilisha kiti wakati wa safari ya ndege,inaonikana kama hauna ruhusa ya kubadilisha kiti wakati wa safari ya ndege,1,1,12,63,1,0,0
hesabu ya wanafunzi inatokana na habari mupya za institut ya statisque ya unesco,hesabu ya wanafunzi inatokana na habari mupya za instustue ya statistique ya ynesco,3,6,13,68,3,0,0
kama kufungwa kwa masomo inachelewa kulingana na muripuko ya magonjwa uwezo wake itakuwa ndogo na matokeo yake inawezekana isikuwe,kama kufungwa kwa masomo inashiliwa kulingana la miripuko ya magonjwa uwezo wake inakuwa ndogo na matokeo yake inawezekana isikuwe,4,6,19,112,4,0,0
iyi haiko tu juu ya kukukinga lakini pia kukinga batu benye unawasiliana nabo,hii haiko tu ju ya kukukinga lakini pia kukinga watu wenye unawasiliana nao,5,6,13,65,5,0,0
kituo cha ulaya cha kuzuwia na kuchunguza magonjwa habari mupya siku kwa siku,kituo cha ulaya cha kuzuia na kuchunguza magonjwa habari mupya siku kwa siku,1,1,13,65,1,0,0
kutengwa mbali na watu wengine na hatua za ndani,kutengwa mbali na watu wengine na hatua za ndani,0,0,9,40,0,0,0
kuchagua suluhisho zenye zinajibu ku matatizo ya kiakili mbele ya elimu kutafuta vifaa kwa ajili ya kukusanyisha ma masomo wazazi walimu na wanafunzi,kuchagua subulisho zenye zinajibu ku matatizo ya kiakili mbele ya enini kutafuta vifaa vya ajili ya kukusanyika manasomo za mazazi walini na wanafunzi,8,15,23,127,8,0,0
jaribu pia kuepuka kugusa fasi zenye hauhitaji kugusa hasa kwa mikono wazi,jaribu pia kuepuka kugusa fasi zenye hauhitaji kugusa hasa kwa mikono wazi,0,0,12,63,0,0,0
kuangalia kama inawezekana kuhamisha vifaa vya aina iyi kwa muda mfupi kutoka mu ma salles informatique kwenda mu ma familia na kuwapatia fursa ya kutumikisha internet,kuangalia kama inawezekana kuhamisha vifaa vya aina hii wa muda mfupi kutoka mu masall informatiqe kwenda mu mafamilia na kuwapatia fursa ya kutumikisha internet,7,6,26,142,5,0,2
kisha kunawa mikono na mbele ya kuikala tumikisha kitambala yenye iko amo dawa kwa kupanguza buchafu pembeni ya kiti yako,kisha kunawa mikono na mbele ya kuikala tumikisha kitambala yenye kwa mudawa kwa kupanguza buchafu pembeni ya kiti yako,3,3,20,102,2,0,1
kampuni mingi za ndege na zenye kutayarisha safari za tourisme zinakurahisishia kwa kutowa malipo ya kutosafiri tena na ya kubadilisha siku ya kusaifiri,kampuni mingi za ndege na zenye kutayarisha safari za tourisme zinakurahisishia kwa kutoa malipo ya kutosafiri tena na ya kukubadilisha siku ya safari,3,7,23,130,3,0,0
mipaka mingi za kimataifa na za kando kando zinafungwa,mipaka mingi za kimataifa na za kandokando zimefungwa,3,2,9,46,2,0,1
bakia nyumbani kama unagonjwa na epuka kugusana na wengine mpaka alama zako zipotee,bakia nyumbani kama unagonjwa na epuka kugusana na wengine mpaka alama zako zipotee,0,0,13,71,0,0,0
unapashwa kupata msaada wa haraka lakini unaweza kuwasiliana na consulat yako ya mbali kama ya karibu inafungwa,unapashwa kupata msaada wa haraka lakini unaweza kuwasiliana na consila yako ya mbali kama ya karibu inafungwa,1,2,17,95,1,0,0
kufunga masomo juu ya kupiganisha muripuko ya magonjwa ya corona ilikuwa na vinyume kuhusu kupata elimu na shida za kiuchumi na kijamii kwa kiasi kikubwa,kufunga masomo juu ya kupiganisha muripuko ya magonjwa ya corona ilikuwa na vinyume kuhusu kupata elimu na shida za kuechumi na kijamii kwa kusiasa kipubwa,3,6,25,129,3,0,0
nba haikutambulisha jina ya ule mchezaji katika tangazo yake,emby a haikutambulisha jina ya ule mchezaji katika tangazo yake,2,3,9,52,1,1,0
epuka maeneo yenye kutembelewa sana hasa maeneo iliyo fungwa na zenye kuwa na hewa kidogo kama vile mikutano tamasha maduka kubwa usafirishaji ya watu wengi na mikutano ya kidini,epuka maeneo yenye kutembelewa sana hasa maeneo iliyo fungwa na zenye kuwa na hewa kidogo kama vile mikutano tamasha maduka kubwa usafirishaji ya watu wengi na mikutano ya kipindi,1,2,29,150,1,0,0
kufungwa kwa muji yote kijiji ao muji mukubwa,kufungwa kwa muji yote kijiji ao muji mkubwa,1,1,8,38,1,0,0
unapashwa kupata msaada wa haraka lakini unaweza kuwasiliana na consulat yako ya mbali kama ya karibu inafungwa,unapashwa kupata msaada wa hraka lakini unaweza kuwasiliana na consilant yako ya mbali kama ya karibu inafunga,3,4,17,95,3,0,0
wagonjwa wengine wanakuwaka na alama za kidogo sana zenye kufanana za homa,magonjo wengine wanakuwaka na alama za kidogo sana zenye kufanana za roma,2,4,12,63,2,0,0
kama unavala mask hakikisha kama unaitumia muzuri,kama unavala maske hakikisha kama unaitumia mzuri,2,2,7,43,2,0,0
ikiwezekana epuka ma eneo yenye kuwa na batu mingi,ikiwezekana epuka maeneo yenye kuwa na batu mingi,2,0,9,42,1,0,1
hiyo haitakukinga na virusi ya corona lakini kwa ngambo moja itakulinda itakukinga na mafua ambayo bado ni hatari kubwa kuliko corona mu maeneo mingi,hiyo haitakukinga na virusi ya corona lakini kwa ngambo moja itakulinda itakukinga na mafua ambayo bado ni hatari kubwa kuliko corona mu maeneo mingi,0,0,24,126,0,0,0
na kwa iyo unesco iliomba inchi kusaidia wanafunzi waliyo guswa na jamaa zabo na kuweka mipango ya mafunzo kwa mbali na yenye itagusa eneo mingi,kwa hiyo inesco iliomba inchi kusaidia wanafunzi waliyo guswa na jamaa zabo na kuweka mipango ya mafunzo kwa mbali na yenye itagusa eneo mingi,3,4,25,120,2,0,1
salimia watu bila kuwagusa,salimia watu bila kuwagusa,0,0,4,23,0,0,0
mawasiliano inaweza kuwa shida,mawasiliano inaweza kuwa shida,0,0,4,27,0,0,0
wanamuke ni wengi kati ya wafanyakazi wa kiafya na hawawezi enda ku kazi mara mingi juu ya majukumu zao za uzazi zinazo tokana na masomo kufungwa,wanamuke ni wengi kati ya wafanyakazi wa kiafya na hawawezi enda ku kazi mara mingi juu ya majukumu zao za uzazi zinazo tokana na masomo kufungwa,0,0,26,120,0,0,0
hiyo haitakukinga na virusi ya corona lakini kwa ngambo moja itakulinda itakukinga na mafua ambayo bado ni hatari kubwa kuliko corona mu maeneo mingi,hiyo haitakukinga na virusi ya corona lakini kwa ngambo moja itakulinda itakukinga na mafua ambayo bado ni hatari kubwa kuliko corona mu maeneo mingi,0,0,24,126,0,0,0
kuepuka kupatia wanafunzi na wazazi kazi mingi kwa kuwaomba wa telecharger na wapime programes mingi ku mutandao,kuepuka kupatia wanafunzi na wazazi kazi mingi kwa kuwaomba wa telechargere na wapime pogramme mingi ku mtandao,3,5,17,96,3,0,0
haiongelei hatua zote lakini ni ya maana,haiongelei hatua zote lakini ni ya maana,0,0,7,34,0,0,0
inchi zingine zinaweka hatua kwa raia na wakaaji wa maeneo yenye inaambukizwa sana,inchi zingine zinaweka hatua kwa raia na wakaaji wa maeneo yenye inaambukizwa sana,0,0,13,70,0,0,0
epuka kuuza billets katika eneo iliyo guswa na maambukizi mabadiliko kidogo ya ndege inaweza sababisha unazuwiwa,epuka kuuza bye katika eneo iliyo guswa na maambukizi mabadiliko kidogo ya ndege inaweza sababisha unazungwiwa,2,7,16,97,2,0,0
